director,Total_Peliculas,Duracion_Promedio,Duracion_Minima,Duracion_Maxima,Desviacion_Estandar,Varianza
Simon Verhoeven,1,92.0,92,92,,
Simon Wells,2,87.0,78,96,12.727922061357855,162.0
Simon Wincer,3,109.0,95,120,12.767145334803704,163.0
Simranjit Singh Hundal,1,140.0,140,140,,
Sinan Akkuş,1,93.0,93,93,,
Sion Sono,1,151.0,151,151,,
Sittisiri Mongkolsiri,1,122.0,122,122,,
Smeep Kang,2,103.5,90,117,19.091883092036785,364.5
Sneha Taurani,1,130.0,130,130,,
So Yong Kim,1,84.0,84,84,,
Sofia Coppola,3,80.66666666666667,57,94,20.550750189064473,422.3333333333334
Sohail Khan,1,126.0,126,126,,
Sohail Tatari,1,127.0,127,127,,
Soham Shah,1,126.0,126,126,,
Sonny Mallhi,1,92.0,92,92,,
Sonny Marler,1,97.0,97,97,,
Sooni Taraporevala,1,117.0,117,117,,
Sooraj R. Barjatya,6,177.83333333333334,164,193,12.400268814290543,153.7666666666666
Sopon Sukdapisit,1,112.0,112,112,,
Sorin Dan Mihalcescu,1,81.0,81,81,,
Soudade Kaadan,2,52.0,13,91,55.154328932550705,3042.0
Soukarya Ghosal,1,119.0,119,119,,
Soumendra Padhi,1,95.0,95,95,,
Soumitra Ranade,1,85.0,85,85,,
Spike Jonze,2,95.5,65,126,43.1335136523794,1860.5
Spike Lee,5,112.0,53,156,37.23573552382174,1386.5
Sridhar Jetty,1,115.0,115,115,,
Sridhar Rangayan,2,91.5,81,102,14.849242404917497,220.5
Sriram Raghavan,2,135.5,134,137,2.1213203435596424,4.5
Stacia Crawford,1,87.0,87,87,,
Stacie Passon,2,95.5,95,96,0.7071067811865476,0.5
Stacy Title,1,96.0,96,96,,
Stan Lathan,2,61.5,57,66,6.363961030678928,40.5
Stanisław Różewicz,2,87.5,82,93,7.7781745930520225,60.5
Stanley Kubrick,2,145.0,137,153,11.313708498984761,128.0
Stanley Menino D'Costa,1,107.0,107,107,,
Stanley Nelson,1,115.0,115,115,,
Stanley Tong,2,98.0,89,107,12.727922061357855,162.0
Stefan Westerwelle,1,102.0,102,102,,
Stefano Mordini,1,89.0,89,89,,
Stefano Sollima,1,135.0,135,135,,
Stefon Bristol,1,87.0,87,87,,
Stella Corradi,1,89.0,89,89,,
Stephan Rick,1,89.0,89,89,,
Stephanie Laing,1,96.0,96,96,,
Stephanie Turner,1,106.0,106,106,,
Stephanie Zwane,1,98.0,98,98,,
Stephen Chbosky,1,103.0,103,103,,
Stephen Chiodo,2,64.0,42,86,31.11269837220809,968.0
Stephen Chow,2,96.0,93,99,4.242640687119285,18.0
Stephen Cone,1,97.0,97,97,,
Stephen Daldry,2,112.0,110,114,2.8284271247461903,8.0
Stephen Frears,2,100.5,98,103,3.5355339059327378,12.5
Stephen Gyllenhaal,1,101.0,101,101,,
Stephen Herek,1,69.0,69,69,,
Stephen Hopkins,1,125.0,125,125,,
Stephen Kijak,1,97.0,97,97,,
Stephen S. Campanelli,1,101.0,101,101,,
Steve Antin,1,119.0,119,119,,
Steve Ball,2,24.5,24,25,0.7071067811865476,0.5
Steve Barker,1,90.0,90,90,,
Steve Boettcher,1,56.0,56,56,,
Steve Brill,5,91.8,74,104,11.189280584559492,125.20000000000003
Steve Carr,3,92.0,91,93,1.0,1.0
Steve Cheng,1,95.0,95,95,,
Steve Gukas,1,121.0,121,121,,
Steve Loter,1,78.0,78,78,,
Steve McLean,1,90.0,90,90,,
Steve Paley,2,75.0,72,78,4.242640687119285,18.0
Steve Pink,1,93.0,93,93,,
Steve Race,1,119.0,119,119,,
Steve Rash,1,97.0,97,97,,
Steve Sacks,1,73.0,73,73,,
Steven Brill,2,120.0,109,131,15.556349186104045,242.0
Steven C. Miller,3,97.0,82,107,13.228756555322953,175.0
Steven Fine,1,77.0,77,77,,
Steven Gomez,1,100.0,100,100,,
Steven Knight,1,85.0,85,85,,
Steven R. Monroe,1,90.0,90,90,,
Steven Rinella,1,69.0,69,69,,
Steven Soderbergh,6,105.83333333333333,91,125,14.932068398807536,222.96666666666664
Steven Spielberg,11,133.45454545454547,107,195,24.516784603057705,601.0727272727273
Steven Yamamoto,1,59.0,59,59,,
Steven Zaillian,1,110.0,110,110,,
Storm Saulter,1,112.0,112,112,,
Stuart Baird,1,133.0,133,133,,
Stuart Rosenberg,1,127.0,127,127,,
Subhash Ghai,4,176.25,170,187,7.804912982645397,60.916666666666664
Subhash Kapoor,1,121.0,121,121,,
Sudabeh Mortezai,1,101.0,101,101,,
Sudesh Manjrekar,1,115.0,115,115,,
Sudhanshu Saria,1,89.0,89,89,,
Sudhir Mishra,4,113.25,102,125,9.535023160258536,90.91666666666667
Sudip Bandyopadhyay,1,95.0,95,95,,
Sudipto Roy,1,124.0,124,124,,
Suhas Kadav,1,109.0,109,109,,
Sujeeth,1,172.0,172,172,,
Sujoy Ghosh,3,123.33333333333333,117,131,7.094598884597589,50.33333333333336
Sukhbir Singh,1,133.0,133,133,,
Sukum Maetawanitch,1,88.0,88,88,,
Suman Ghosh,1,73.0,73,73,,
Suman Mukhopadhyay,1,119.0,119,119,,
Sumit Das,1,63.0,63,63,,
Sunao Katabuchi,1,129.0,129,129,,
Sundar C.,2,143.0,132,154,15.556349186104045,242.0
Sung Do-jun,1,102.0,102,102,,
Sung-soo Kim,1,133.0,133,133,,
Sunil Soraya,1,163.0,163,163,,
Sunil Thakur,1,135.0,135,135,,
Sunkanmi Adebayo,1,86.0,86,86,,
Suparn Verma,1,141.0,141,141,,
Supavitra Babul,1,117.0,117,117,,
Susan Johnson,2,99.0,98,100,1.4142135623730951,2.0
Susan Lacy,1,115.0,115,115,,
Susan Walter,1,95.0,95,95,,
Susannah Ward,2,54.5,54,55,0.7071067811865476,0.5
Susanne Bier,1,124.0,124,124,,
Suseenthiran,1,96.0,96,96,,
Sushil Majumdar,1,153.0,153,153,,
Sushrut Jain,1,98.0,98,98,,
Svetlana Cvetko,1,86.0,86,86,,
Swapna Waghmare Joshi,1,119.0,119,119,,
Swapnaneel Jayakar,2,124.0,124,124,0.0,0.0
Syamsul Yusof,1,104.0,104,104,,
Sydney Freeland,1,92.0,92,92,,
Sydney Pollack,1,128.0,128,128,,
Sydney Sibilia,1,119.0,119,119,,
Syed Ahmad Afzal,1,143.0,143,143,,
Syed Atif Ali,1,116.0,116,116,,
Sylvain White,1,97.0,97,97,,
Sylvester Stallone,3,103.66666666666667,92,119,13.868429375143148,192.33333333333337
Sylvie Verheyde,2,108.0,103,113,7.0710678118654755,50.0
Sze Yu Lau,2,86.5,85,88,2.1213203435596424,4.5
Sébastien Betbeder,1,99.0,99,99,,
TT The Artist,1,65.0,65,65,,
Tade Ogidan,1,145.0,145,145,,
Taika Waititi,2,116.0,101,131,21.213203435596427,450.0
Takashi Doscher,1,97.0,97,97,,
Takashi Shimizu,1,116.0,116,116,,
Takeshi Fukunaga,1,84.0,84,84,,
Takeshi Nozue,1,116.0,116,116,,
Takuma Sato,1,108.0,108,108,,
Tamara Jenkins,1,124.0,124,124,,
Tamas Yvan Topolanszky,1,99.0,99,99,,
Tan Bing,1,111.0,111,111,,
Tanawat Aiemjinda,1,103.0,103,103,,
Tanit Jitnukul,1,122.0,122,122,,
Tanuj Bhramar,1,83.0,83,83,,
Tanuj Chopra,1,57.0,57,57,,
Tanuja Chandra,2,128.5,120,137,12.020815280171307,144.5
Tanveer Khan,1,97.0,97,97,,
Taranveer Singh,1,106.0,106,106,,
Tarek Abdel Moaty,1,99.0,99,99,,
Tarek Al Eryan,1,126.0,126,126,,
Tariq Alkazim,1,77.0,77,77,,
Tariq Khan,1,121.0,121,121,,
Taron Lexton,1,103.0,103,103,,
Tarsem Singh,2,111.5,106,117,7.7781745930520225,60.5
Tarun Mansukhani,2,130.5,119,142,16.263455967290593,264.5
Tate Taylor,3,127.66666666666667,97,147,26.857649437978246,721.3333333333333
Tathagata Banerjee,1,103.0,103,103,,
Tatsushi Omori,1,127.0,127,127,,
Taylor Hackford,1,119.0,119,119,,
Taylor Sheridan,1,107.0,107,107,,
Ted Braun,1,104.0,104,104,,
Ted Demme,2,92.5,62,123,43.1335136523794,1860.5
Ted Emery,2,84.0,82,86,2.8284271247461903,8.0
Ted Geoghegan,1,92.0,92,92,,
Teddy Chan,1,110.0,110,110,,
Teddy Lussi-Modeste,1,92.0,92,92,,
Tejas Prabha Vijay Deoskar,1,129.0,129,129,,
Tekin Girgin,1,90.0,90,90,,
Teng Huatao,1,107.0,107,107,,
Tensai Okamura,1,83.0,83,83,,
Teo Konuralp,1,80.0,80,80,,
Terri Randall,1,54.0,54,54,,
Terrie Samundra,1,91.0,91,91,,
Terry Gilliam,3,120.0,118,123,2.6457513110645907,7.0
Terry Jones,1,94.0,94,94,,
Terry Loane,1,92.0,92,92,,
Tetsuo Yajima,1,98.0,98,98,,
Tharun Bhascker,1,133.0,133,133,,
Theo Davies,1,108.0,108,108,,
Theodore Boborol,3,115.66666666666667,107,125,9.018499505645787,81.3333333333333
Theodore Melfi,1,104.0,104,104,,
Theodore Witcher,1,109.0,109,109,,
Thiagarajan Kumararaja,1,176.0,176,176,,
Thierry Donard,5,95.6,88,110,8.502940667792528,72.30000000000003
Thiru,2,139.0,131,147,11.313708498984761,128.0
Thom Fitzgerald,1,93.0,93,93,,
Thom Zimny,1,153.0,153,153,,
Thomas Astruc,1,22.0,22,22,,
Thomas Carter,1,137.0,137,137,,
Thomas Sieben,1,90.0,90,90,,
Thomas Sorriaux,1,97.0,97,97,,
Thomas Stuber,1,109.0,109,109,,
Thomas Toby Parkinson,1,66.0,66,66,,
Thomas Vinterberg,1,118.0,118,118,,
Thor Freudenthal,1,101.0,101,101,,
Ti West,1,104.0,104,104,,
Tianyu Zhao,1,103.0,103,103,,
Ticoy Rodriguez,1,100.0,100,100,,
Tig Notaro,1,58.0,58,58,,
Tigmanshu Dhulia,2,134.0,129,139,7.0710678118654755,50.0
Tilak Shetty,1,65.0,65,65,,
Tim Bartley,1,23.0,23,23,,
Tim Blake Nelson,1,90.0,90,90,,
Tim Burton,3,112.33333333333333,106,116,5.507570547286103,30.333333333333346
Tim Hill,1,95.0,95,95,,
Tim Johnson,2,60.0,26,94,48.08326112068523,2312.0
Tim Maltby,1,92.0,92,92,,
Tim Neeves,1,51.0,51,51,,
Tim Rouhana,1,92.0,92,92,,
Tim Van Someren,1,138.0,138,138,,
Timo Tjahjanto,2,116.0,111,121,7.0710678118654755,50.0
Timothy Reckart,1,86.0,86,86,,
Timothy Woodward Jr.,2,88.0,88,88,0.0,0.0
Tinnu Anand,1,173.0,173,173,,
Tirumala Kishore,1,143.0,143,143,,
To-hoi Kong,1,102.0,102,102,,
Toa Fraser,2,89.0,84,94,7.0710678118654755,50.0
Tobe Hooper,1,83.0,83,83,,
Todd Haynes,1,119.0,119,119,,
Todd Phillips,3,103.33333333333333,95,114,9.712534856222312,94.33333333333337
Todd S. Yellin,1,90.0,90,90,,
Todd Standing,1,111.0,111,111,,
Todor Chapkanov,1,90.0,90,90,,
Toka McBaror,2,99.5,93,106,9.192388155425117,84.5
Tolga Karaçelik,1,98.0,98,98,,
Tolga Örnek,1,107.0,107,107,,
Tolu Awobiyi,1,103.0,103,103,,
Tom Donahue,1,64.0,64,64,,
Tom Edmunds,1,90.0,90,90,,
Tom Elkins,1,101.0,101,101,,
Tom Fassaert,1,111.0,111,111,,
Tom Ford,2,108.5,100,117,12.020815280171307,144.5
Tom Forrest,1,63.0,63,63,,
Tom Green,1,119.0,119,119,,
Tom Holland,1,87.0,87,87,,
Tom Hooper,3,132.0,118,158,22.538855339169288,508.0
Tom McCarthy,1,129.0,129,129,,
Tom O'Brien,1,98.0,98,98,,
Tom O'Dell,1,110.0,110,110,,
Tom Shadyac,2,95.5,95,96,0.7071067811865476,0.5
Tom Stern,1,63.0,63,63,,
Tom Whitter,1,46.0,46,46,,
Tom Whitworth,1,28.0,28,28,,
Tomas Brickhill,1,100.0,100,100,,
Tomas Portella,1,99.0,99,99,,
Tomer Heymann,1,102.0,102,102,,
Tommy Avallone,1,72.0,72,72,,
Tommy O'Haver,1,93.0,93,93,,
Tommy Wirkola,1,124.0,124,124,,
Tony Abulu,1,96.0,96,96,,
Tony Datis,1,100.0,100,100,,
Tony Elliott,1,89.0,89,89,,
Tony Giglio,2,93.0,89,97,5.656854249492381,32.0
Tony Kaye,1,119.0,119,119,,
Tony Leondis,1,87.0,87,87,,
Tony Scott,2,105.5,105,106,0.7071067811865476,0.5
Tony Stone,1,92.0,92,92,,
Tony Zierra,1,94.0,94,94,,
Tope Alake,1,115.0,115,115,,
Tope Oshin,3,106.66666666666667,99,114,7.505553499465137,56.33333333333336
Toshiya Shinohara,7,96.0,88,100,5.477225575051661,29.999999999999996
Toshiyuki Kubooka,3,92.0,77,107,15.0,225.0
Toshiyuki Tsuru,1,95.0,95,95,,
Tosin Coker,1,140.0,140,140,,
Travis Stevens,1,92.0,92,92,,
Travis Zariwny,1,98.0,98,98,,
Trent Haaga,1,96.0,96,96,,
Trevor Nunn,1,101.0,101,101,,
Trevor Ryan,1,84.0,84,84,,
Trey Edward Shults,2,86.5,81,92,7.7781745930520225,60.5
Trey Haley,1,98.0,98,98,,
Trey Parker,1,98.0,98,98,,
Trish Sie,1,104.0,104,104,,
Trivikram Srinivas,1,162.0,162,162,,
Troy Byer,1,101.0,101,101,,
Troy Miller,8,63.125,52,85,10.287822204640092,105.83928571428571
Troy Nixey,1,99.0,99,99,,
Trudie Styler,1,91.0,91,91,,
Tsutomu Mizushima,1,121.0,121,121,,
Tudor Giurgiu,1,126.0,126,126,,
Tugçe Soysop,1,102.0,102,102,,
Tyler Perry,2,127.5,121,134,9.192388155425117,84.5
Tyler Spindel,2,67.0,44,90,32.526911934581186,1058.0
Udai Singh Pawar,1,112.0,112,112,,
Ui-seok Jo,1,143.0,143,143,,
Ulises Valencia,2,60.0,54,66,8.48528137423857,72.0
Ulrike Kofler,1,93.0,93,93,,
Umer Adil,1,118.0,118,118,,
Umesh Bist,1,114.0,114,114,,
Umesh Ghadge,1,124.0,124,124,,
Umesh Mehra,5,157.6,148,163,6.426507605223848,41.29999999999996
Umesh Shukla,2,126.5,124,129,3.5355339059327378,12.5
Umut Aral,1,115.0,115,115,,
Umut Kirca,1,94.0,94,94,,
Unjoo Moon,1,117.0,117,117,,
Upi Avianto,2,101.0,95,107,8.48528137423857,72.0
Uttung Shelar,1,133.0,133,133,,
Uwe Boll,1,100.0,100,100,,
V C Abhilash,1,122.0,122,122,,
V Vignarajan,1,171.0,171,171,,
V. K. Prakash,1,130.0,130,130,,
V. Scott Balcerek,1,78.0,78,78,,
Vadim Jean,1,105.0,105,105,,
Valeria Golino,1,110.0,110,110,,
Valli Bindana,1,74.0,74,74,,
Van M. Pham,1,112.0,112,112,,
Vandana Kataria,1,109.0,109,109,,
Varun Narvekar,1,128.0,128,128,,
Vasan Bala,1,137.0,137,137,,
Venkatesh Maha,1,137.0,137,137,,
Venky Kudumula,1,138.0,138,138,,
Venugopan,1,133.0,133,133,,
Vetrimaaran,1,116.0,116,116,,
Vibeke Idsøe,1,118.0,118,118,,
Vibhu Virender Puri,1,129.0,129,129,,
Vic Armstrong,1,110.0,110,110,,
Vicente Villanueva,1,96.0,96,96,,
Vicky Matthews,2,54.5,54,55,0.7071067811865476,0.5
Vicky Wight,1,110.0,110,110,,
Victor Cook,1,104.0,104,104,,
Victor Gatonye,1,93.0,93,93,,
Victor Levin,1,97.0,97,97,,
Victor Vu,1,117.0,117,117,,
Victor Zarcoff,1,90.0,90,90,,
Victoria Bromley,1,53.0,53,53,,
Vidhu Vinod Chopra,1,115.0,115,115,,
Vijay,1,156.0,156,156,,
Vijay Jayapal,1,118.0,118,118,,
Vijay Kumar,1,116.0,116,116,,
Vijay Kumar Arora,1,127.0,127,127,,
Vijay Lalwani,1,135.0,135,135,,
Vijay Maurya,1,138.0,138,138,,
Vijay Milton,1,128.0,128,128,,
Vijay Yelakanti,1,115.0,115,115,,
Vikas Bahl,2,140.5,138,143,3.5355339059327378,12.5
Vikram Bhatt,2,152.5,143,162,13.435028842544403,180.5
Vikram Gandhi,1,105.0,105,105,,
Vikram Pradhan,1,127.0,127,127,,
Vikramaditya Motwane,3,132.0,109,150,20.952326839756964,439.0
Vinay Bharadwaj,1,104.0,104,104,,
Vince Gilligan,1,123.0,123,123,,
Vince Marcello,5,102.8,68,133,24.13917977065501,582.7
Vincent Kok,1,99.0,99,99,,
Vincent Perez,1,103.0,103,103,,
Vincent Ward,1,114.0,114,114,,
Vincenzo Natali,1,102.0,102,102,,
Vineeth Anil,1,116.0,116,116,,
Vinil Mathew,2,135.5,135,136,0.7071067811865476,0.5
Vinod Kapri,1,90.0,90,90,,
Vipin Parashar,1,131.0,131,131,,
Vipul Amrutlal Shah,2,129.5,129,130,0.7071067811865476,0.5
Vir Das,1,50.0,50,50,,
Vishal Bhardwaj,5,134.6,90,154,27.05180215808182,731.8000000000002
Vishal Mahadkar,1,110.0,110,110,,
Vishal Mishra,1,120.0,120,120,,
Vishnu Govindhan,1,118.0,118,118,,
Vishwesh Krishnamoorthy,1,131.0,131,131,,
Vitor Brandt,1,98.0,98,98,,
Vivek Agnihotri,1,157.0,157,157,,
Vivek Wagh,1,105.0,105,105,,
Vivieno Caldinelli,3,90.33333333333333,90,91,0.5773502691896247,0.33333333333333215
Vlad Yudin,4,101.5,93,111,9.848857801796107,97.00000000000004
Volker Weicker,1,69.0,69,69,,
Vondie Curtis-Hall,1,97.0,97,97,,
Víctor García,1,83.0,83,83,,
Wael Ehsan,4,103.0,87,110,10.801234497346433,116.66666666666664
Wael Ihsan,4,99.75,89,111,11.870832602082578,140.91666666666663
Wagner de Assis,1,110.0,110,110,,
Walerian Borowczyk,1,103.0,103,103,,
Wally Pfister,1,119.0,119,119,,
Walter C. Miller,3,56.666666666666664,49,71,12.423096769056151,154.33333333333337
Walter Hill,3,96.33333333333333,94,100,3.2145502536643176,10.333333333333329
Walter Taylaur,2,88.5,80,97,12.020815280171307,144.5
Warren P. Sonoda,2,103.0,94,112,12.727922061357855,162.0
Wash Westmoreland,1,107.0,107,107,,
Waymon Boone,1,95.0,95,95,,
Wayne Blair,2,104.5,99,110,7.7781745930520225,60.5
Weica Wang,1,82.0,82,82,,
Wendy Jo Carlton,1,75.0,75,75,,
Wenn V. Deramas,5,107.6,103,119,6.465291950097844,41.79999999999998
Werner Herzog,3,111.0,98,128,15.394804318340652,237.0
Wes Craven,2,119.0,117,121,2.8284271247461903,8.0
White Trash Tyler,1,85.0,85,85,,
Wi Ding Ho,1,106.0,106,106,,
Will Canon,1,83.0,83,83,,
Will Eisenberg,1,40.0,40,40,,
Will Forbes,1,92.0,92,92,,
Will Gluck,2,93.5,92,95,2.1213203435596424,4.5
Will Yapp,1,56.0,56,56,,
William Bindley,1,110.0,110,110,,
William Brent Bell,2,90.5,84,97,9.192388155425117,84.5
William H. Macy,1,93.0,93,93,,
William Kaufman,1,103.0,103,103,,
William Lau,4,72.5,72,74,0.9999999999999988,0.9999999999999977
William Monahan,1,93.0,93,93,,
Wilson Coneybeare,1,99.0,99,99,,
Wilson Yip,5,103.8,94,108,5.630275304103701,31.700000000000014
Wim Wenders,1,96.0,96,96,,
Wojciech Marczewski,1,88.0,88,88,,
Wolfgang Petersen,3,117.33333333333333,98,129,16.862186493255653,284.33333333333337
Wong Jing,4,105.0,93,125,14.98888477061141,224.66666666666666
Wong Kar Wai,1,108.0,108,108,,
Woo Min-ho,1,139.0,139,139,,
Woo Ming Jin,1,92.0,92,92,,
Woody Allen,1,98.0,98,98,,
Wyatt Cenac,1,68.0,68,68,,
Xavier Durringer,1,94.0,94,94,,
Xavier Gens,1,103.0,103,103,,
Xavier Manrique,1,86.0,86,86,,
Xiao Feng,1,97.0,97,97,,
Y. Joon Chung,1,54.0,54,54,,
Yacine Belhousse,1,93.0,93,93,,
Yandy Laurens,1,110.0,110,110,,
Yang Lei,1,108.0,108,108,,
Yang Woo-seok,1,140.0,140,140,,
Yann Gozlan,1,104.0,104,104,,
Yanyong Kuruaungkoul,1,111.0,111,111,,
Yasir Al Yasiri,1,95.0,95,95,,
Yasir Nawaz,1,133.0,133,133,,
Yasmin Ahmad,3,101.0,85,120,17.69180601295413,313.0
Yayo Herrero,1,90.0,90,90,,
Yee Tung-Shing,1,128.0,128,128,,
Yen Cheng-kuo,1,126.0,126,126,,
Yeo Siew Hua,1,95.0,95,95,,
Yesim Ustaoglu,1,102.0,102,102,,
Yeung Yat-Tak,1,92.0,92,92,,
Yibrán Asuad,1,90.0,90,90,,
Yoon Sung-hyun,1,135.0,135,135,,
Yorgos Lanthimos,2,120.0,119,121,1.4142135623730951,2.0
Yoshiyuki Momose,1,107.0,107,107,,
You-Jeong Chang,1,102.0,102,102,,
Younuts!,1,102.0,102,102,,
Youssef Chahine,12,123.5,73,194,28.285878262675688,800.0909090909089
Yu Yang,1,110.0,110,110,,
Yudai Yamaguchi,1,111.0,111,111,,
Yuen Wo-Ping,1,101.0,101,101,,
Yuen Woo-ping,1,108.0,108,108,,
Yuki Tanada,1,124.0,124,124,,
Yuki Yamato,1,120.0,120,120,,
Yulene Olaizola,1,97.0,97,97,,
Yusuf Pirhasan,1,100.0,100,100,,
Yuval Adler,1,117.0,117,117,,
Yvan Attal,1,110.0,110,110,,
Yılmaz Erdoğan,8,110.0,95,122,8.896227129680154,79.14285714285718
Zach Braff,1,106.0,106,106,,
Zach Clark,1,91.0,91,91,,
Zachary Heinzerling,1,82.0,82,82,,
Zack Snyder,2,122.5,97,148,36.062445840513924,1300.5
Zack Whedon,1,112.0,112,112,,
Zak Hilditch,2,94.5,86,103,12.020815280171307,144.5
Zakariya,1,115.0,115,115,,
Zara Hayes,1,91.0,91,91,,
Zatella Beatty,1,88.0,88,88,,
Zeke Norton,1,74.0,74,74,,
Zhang Chong,1,104.0,104,104,,
Zhang Yimou,1,116.0,116,116,,
Zhao Ji,1,118.0,118,118,,
Ziad Doueiri,1,106.0,106,106,,
Ziga Virc,1,84.0,84,84,,
Ziggy Hofmeyr,1,88.0,88,88,,
Zoe Berriatúa,2,92.5,86,99,9.192388155425117,84.5
Zoe Lister-Jones,1,94.0,94,94,,
Zoya Akhtar,3,161.33333333333334,154,174,11.015141094572206,121.33333333333339
Zsolt Pálfi,1,72.0,72,72,,
Zuko Nodada,1,98.0,98,98,,
Álex de la Iglesia,2,99.5,97,102,3.5355339059327378,12.5
Álvaro Brechner,1,122.0,122,122,,
Álvaro Delgado-Aparicio L.,1,102.0,102,102,,
Ángel Gómez Hernández,1,98.0,98,98,,
Ángeles Reiné,1,95.0,95,95,,
Çagan Irmak,1,112.0,112,112,,
Ísold Uggadóttir,1,102.0,102,102,,
Óskar Thór Axelsson,1,106.0,106,106,,
Ömer Faruk Sorak,2,122.5,122,123,0.7071067811865476,0.5
Şenol Sönmez,2,99.0,98,100,1.4142135623730951,2.0
